Uuid,Void/Retire,Name,_order:9000
85000244-5a6c-4ad5-98c1-49f7eaf69fc5,TRUE,Tramadol Injection vial 100mg,
1f543777-ea62-4cd5-b0b8-76edfca2b736,TRUE,Virufen forte Sirop,
c5e1437f-e7d9-4016-8ceb-ce70056b6c8e,TRUE,Vitamin C Co 500mg,
ac6c90a6-1070-4ef7-a24a-8a668367b1fa,TRUE,Vitamin C Sirop 500mg/5ml,
85580d71-7bef-415c-8b88-4168285ace82,TRUE,Vitamin C Gouttes 100mg/ml,
af3fce1f-dcb1-4f76-ad4c-b8ebda43070c,TRUE,Vitamine B-Complex Injection,
481e357d-6c45-4c8a-beec-6d8f858f2552,TRUE,Vitamine B-Complex Co,
8a54b957-8c4d-4ab6-9e42-575bf5b7be83,TRUE,Vitamin A,
9eb0a661-f27b-472e-a35d-04dc1dba0860,TRUE,Mycrogynon 30,
61444a80-77b6-4986-b9c1-07eab731ce28,TRUE,Microlut 30,
012f0f5d-c76e-4a28-8e60-30c440f5ff62,TRUE,Depo Provera,
62a34f17-e83c-4dbc-b53b-9a7f9478501a,TRUE,RHEZ,
667682cc-6731-4784-acdc-c7fb7c98d15a,TRUE,RH,
