Uuid,Void/Retire,Fully specified name:en,_order:2400
94fad0f0-89b2-4489-9af0-043c4c40f529,TRUE,Phenobarbital,
5b2fd057-c9f9-4603-b471-28b71c9ac864,TRUE,Protamine,
ddc56548-b688-4cd2-9402-0e2058407877,TRUE,Insulin regular,
468716a5-6e90-42c1-b870-59ae0911875a,TRUE,Insulin NPH,
6e1f9544-89f0-4fb4-a0b1-fa4d457da618,TRUE,Insulin (Fast & Long Acting),
ce130684-6cc5-4495-8c9e-24997c4d897f,TRUE,Albumin,
2dbd29cf-a0bc-4bfc-bb20-95dfd8c05245,TRUE,Dextran,
02a15b77-9093-4265-b422-4c4b218fc489,TRUE,Gelofusine,
409beedf-4f72-4f1c-9478-908917c11a8f,TRUE,Calcium chloride,
800bb234-aabc-449c-ad8e-7510446dc1b1,TRUE,Sodium bicarbonate,
861a302b-cb47-4fc4-82ac-65ba4e971ff9,TRUE,Aluminum & Magnesium hydroxide & Simethicone,
93c9e6d7-71f0-4817-8e64-1c12469cff4c,TRUE,Bisacodyl,
ecff0e05-2d5d-40b8-8112-22ee733b17a1,TRUE,Sodium phosphate (Fleet's),
2f427b27-c1ba-43e8-a3e1-bda24d9ec103,TRUE,"Nitrofurasone, Neomycin, Dexamethasone (Otofuran®)",
c2d40d92-735f-42fe-88e2-be50a53c8f97,TRUE,Latanoprost,
6f53a9b8-b484-4899-a020-033500546631,TRUE,Trobramycin,
cecfff9f-6e73-4c65-b4a2-43883973b0c5,TRUE,Ketorolac,
4bfe538d-32d9-40bc-84de-ff5dc043a301,TRUE,Sodium hyaluronate,
23df848e-435a-4f8a-b6bc-27235b98e018,TRUE,Timolol,
e5a0d185-4c6a-42c8-a21e-e7436720d03c,TRUE,Sodium hyaluronate & Oxymetazoline,
8ebe6adf-72e3-495e-860f-c4a71ffc8016,TRUE,Sodium chloride,
3ea490ec-60e1-446e-83ca-6f5d1da8c2e6,TRUE,Brimonidine tartrate,
b39042a0-345a-478c-8f8c-91286aa066d6,TRUE,Betaxolol,
04c434fc-ab58-4a4f-84c5-18e6eaa08646,TRUE,Brimonidine & timolol,
3d0fed4d-1fd4-44a4-99fd-d59401067134,TRUE,Dorzolamine & timolol,
975c29db-ab3a-4c08-a3fb-829f79a6a7e8,TRUE,Pilocarpine,
32ed8cb1-bc73-44aa-934d-bf7626154af8,TRUE,Cyclopentolate,
c5e3d595-76ae-4bf0-81d2-b3db54c36e6b,TRUE,Propacaine,
8d6744e1-4607-4cef-abd6-0827113e9cbe,TRUE,Phenylephrine,
e1b3ec78-175f-449b-a689-250641da6a05,TRUE,Salbutamol & Iprotopium bromide,
b2841832-add7-4c6d-aa6e-425b97bb717d,TRUE,Alcohol,
66010c7d-dd21-4f83-b950-e2fff1ff6a73,TRUE,Chlorhexidine,
cee47202-131e-46b9-8d23-3321cc03f750,TRUE,Eucerin,
f3ea42fb-f51f-4083-8b63-d787f8e991c5,TRUE,Phenylephrine & pramoxine,
73bbac06-6b84-4d1c-b961-9fd6437ba89f,TRUE,Mineral oil,
dd850b07-d068-441b-a4e9-a806b4f8f004,TRUE,Neomycin & Bacitracin,
5b1d3ede-3a08-4939-9b37-887bb63f68f9,TRUE,Permanganate potassium,
6985c680-2c42-440a-bbbf-bedeeefe71e7,TRUE,Petrolatum,
f7ae1d83-7687-45da-8327-8bf5532618e9,TRUE,Povidone iodine,
89e4c545-85af-4d9c-9e8c-c8e54f815cf0,TRUE,Silver sulfadiazine,
407ff256-aa15-4dac-92c1-8173ba46232c,TRUE,Benzathine penicillin,
2bcf9bff-87d5-4abc-b95b-e212f6861dc5,TRUE,Benzyl penicillin,
aee293c2-1ca7-413e-b85a-50ae41bc5305,TRUE,Benzyl penicillin Procaine,
1605530b-1d7a-4a66-bb68-9be3c40d0c74,TRUE,Cefalexin,
a93ad5bd-6f39-45d1-8fa7-d21c5bbc7ddd,TRUE,Cefotaxime,
404e784f-e4d8-427d-ad64-196348672168,TRUE,Erythromycin,
9019b2e5-62fd-4238-b448-909a44f845ca,TRUE,Gentamicin,
36d8bcf5-01f1-4c60-ac78-a7b5ccd31f2d,TRUE,Quinine sulfate,
facb9b18-efad-4c4f-8855-0d20316a9326,TRUE,Serum antitetatique,
41f47998-29ae-4f21-ad8c-32c50d0939f6,TRUE,Vancomycin,
ab684df6-849b-42f7-84db-e4d974d3941c,TRUE,Rifampicin & Isoniazide & Pyrazinamide,
a75e7808-8b0a-4fbd-9ec9-244d632d71a8,TRUE,Rifampicin & Izsoniazide & Ethambutol,
f292890a-e7ea-4dc8-b505-79e329e31b52,TRUE,Abacavir (ABC),
5c8b92d4-a633-4d47-bb89-b08a65aea42e,TRUE,Atazanavir & Ritonavir,
db3f2064-e3e5-450d-82d1-e07944d48430,TRUE,Didanosine (DDI),
6744c8d5-ac9b-4552-ab55-6e9b2d235b75,TRUE,Efavirenz (ENV or EFZ),
da210f84-25d6-45a1-a8f4-7da11dadb24b,TRUE,Efavirenz & Lamivudine & Tenofovir,
55f59f64-9160-4a5a-865a-ac7bbaff3833,TRUE,Lamivudine (3TC),
dd2af8e4-fc75-4dc6-b66b-18cab45f01c5,TRUE,Lamivudine & Tenofovir,
63405d09-cdb2-4ced-995d-fa4eef9f8781,TRUE,Lopinavir & Ritonavir (LPV/r),
1bcc8df8-076b-46f6-afc0-c1cbf9e33438,TRUE,Nevirapine (NVP),
dc93032f-aff4-445f-bc64-c4524ca314ac,TRUE,Tenofovir,
e14ca630-37ba-4a2b-94ac-fd2c3fa01d10,TRUE,Zidovudine (AZT),
72e3dc8b-9d9c-4978-b3a7-773df0045460,TRUE,Zidovudine & Lamivudine (AZT/3TC),
32369173-ba00-455c-a85e-b0377e24a948,TRUE,Zidovudine & Lamivudine & Nevirapine (AZT/3TC/NVP),
4f60c141-9051-4f22-a4b1-f286e17681a8,TRUE,BCG vaccine,
b5a7051e-b3c0-4aa7-b4aa-9b5a3b64e1af,TRUE,Moderna Covid 19 Vaccine,
0158e0b1-5fe4-4238-b06d-7fdede7b261a,TRUE,Pfizer-BioNTech Covid 19 Vaccine,
0d4c670b-5107-4c4f-8bb8-0e564b54f980,TRUE,Johnson & Johnson Covid 19 Vaccine,
556d6907-f002-42e9-96ba-af6c6f4b6d2e,TRUE,Oral polio vaccine (OPV),
e981d07a-3541-4c09-9916-cc1460757c7b,TRUE,Polio Vaccine-Inactivated Vaccine (IPV),
7a849926-646e-4e96-948e-68dfe6272591,TRUE,Measles Rubella Vaccine (MR),
613c8c54-a1f5-435c-a1f0-ec9beaa42d06,TRUE,Pentavalent Vaccine (Penta),
7dc377e9-793c-4ad5-8d79-59811de57d31,TRUE,Rotavirus Vaccine (Rota),
51ef2b9a-2ac7-4903-9594-c1bdb88eb10d,TRUE,Diphtheria Tetanus Vaccine (DT),
59381959-d0c2-4bfb-9da5-fbf75a046827,TRUE,Diphtheria Tetanus Pertusis Vaccine (DTP),
c1c2676e-0533-40f7-89b4-f6f071817e02,TRUE,Pneumococcal Vaccine (PCV13),
c5032f5b-11b8-49f2-a183-bd3d3a95df31,TRUE,Ready-to-Use Supplementary Foods,
92836bbe-aa15-458f-97d6-96da0a5a2345,TRUE,Aminophyllin,
51aba50f-c957-494b-aae9-c8137e56d303,TRUE,Biperidene lactate,
c731f7a1-669d-43fe-89b4-1cc4655c7156,TRUE,Calcium & vit,
ebe04ba6-768f-42e5-9933-a5449b51a210,TRUE,Activated charcoal,
a67db321-80d4-41f0-be6a-24f50d11c804,TRUE,Cisatracurium,
f4392a22-8b70-44b1-ae74-78ea084b76ef,TRUE,Clomifen citrate,
28ed2e52-c83c-4956-95f2-0b4cf1c27655,TRUE,Cortisone & antibiotic & antimycotic,
18b4fab2-68da-4ea4-9f05-4664ac6d855d,TRUE,Dextran in NaCl,
14146168-c1af-414c-b211-679cf1952d3d,TRUE,Enoxaparin,
e198d906-4a82-42bb-bc03-38d8083ca324,TRUE,Ephedrine,
62313920-a030-48fa-aa97-db7b3afadaba,TRUE,Esmolol,
153a837f-9c6b-4011-b062-0add78571d1a,TRUE,Etomidate,
1a615bb7-2fc4-419c-98b9-93f05e3953b8,TRUE,Fenofibrate,
0a5315d5-9599-43ac-868a-96a4278a617a,TRUE,Fer elementaire & Acide folique,
56a2f553-a2f8-4a85-b66d-b6d0db670515,TRUE,Flumazenil,
9643b503-02ec-4fde-aeb1-a293dc8d7c75,TRUE,Glycopyrrolate,
b07006a3-62c1-485a-b8ef-af0de629d04c,TRUE,Hialorunate de Na+,
bd8f1042-b1bd-4bb2-8b3b-fbda065e371f,TRUE,Hialorunate de Na+ et oxymetazoline,
3673e2b5-63bd-400a-a499-87d15e50d8a7,TRUE,Hydrocortisone hemorrhoidal,
7055f997-aef8-4c05-9b18-6e002c6add03,TRUE,Rabies immunoglobulins,
13c78cde-f14e-4ce9-94db-67e549dc8903,TRUE,Formula Milk,
4c7472fd-a025-49a1-bdca-ffd7d4fd766f,TRUE,Lidocaine w & epinephrine dental,
89ed13af-d803-46dc-a1f2-3db6c5b8969b,TRUE,Meperidine,
9cf2bb23-9d7c-4281-862c-aa1e5ed94802,TRUE,MTV & Fer gttes (pr neonato),
3009dd8b-d64f-44a0-ba23-2e33ca11279b,TRUE,Nitroprussiate,
70298171-26e2-4e1c-8b46-036b09e52af9,TRUE,Noradrenaline,
8f63ffb3-f3cc-4242-8de4-1c1b097a14ad,TRUE,Parenteral nutrition (peripheral at least),
677d828f-8b7f-4fae-9391-f726b4eae941,TRUE,Petroleum,
1fe88165-4877-427f-846e-b3b310039f15,TRUE,Propafenone,
a90d51dd-bd38-4534-8ff6-d363d7f11fb0,TRUE,Glycerin,
c7eb7c7d-55d5-4163-acc4-35b14b715a96,TRUE,Bupivacaine,
5f373a4f-5793-4660-9868-87df0eca033a,TRUE,Propylthiouracil,
3ea17ac3-945f-48aa-a651-cd61ee838e97,TRUE,Protamine sulfate,
3ab0a0ea-241d-42f4-8f86-b256c848f947,TRUE,Sildenafil,
fb7fc6f2-d105-4063-a35a-113e71857c5a,TRUE,Streptokinase,
c02185e2-eee3-4f1a-bb99-501d565499cd,TRUE,Tamoxifen,
d22ab275-609b-458b-ba00-b9697af0bd41,TRUE,Tobramycin,
a52f6561-87d2-4f1c-b173-42ed8d27aaa7,TRUE,Tocopherol,
fb9b6f7f-af33-4988-8865-7e2b7ea20f92,TRUE,Vasopressin,
f2300d2e-7751-4504-aff4-7d8f68e14165,TRUE,Vitamins A and D,
eac72f49-5761-42bd-94f5-d2ea19810bd1,TRUE,Voltaren,
a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,TRUE,Ciprofloxacin,
136d7f67-07d7-48f3-9bc8-8b275f0d45c3,TRUE,Someticone,
bb9c9e33-00db-4f9f-b230-adde3df9b092,TRUE,Primoquine,
497457dc-48c1-40f9-8261-0bd9f4bf6b21,TRUE,Dyphenhydramine,
48bcdab5-adb0-4229-aef3-1168a51c2932,TRUE,Eucalyptus & Diphenhydramine & Phenylephrine,
a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,TRUE,Ciprofloxacin,
136d7f67-07d7-48f3-9bc8-8b275f0d45c3,TRUE,Someticone,
bb9c9e33-00db-4f9f-b230-adde3df9b092,TRUE,Primoquine,
497457dc-48c1-40f9-8261-0bd9f4bf6b21,TRUE,Dyphenhydramine,
48bcdab5-adb0-4229-aef3-1168a51c2932,TRUE,Eucalyptus & Diphenhydramine & Phenylephrine,
984e4058-d87f-489f-a28d-138c90565666,TRUE,Silver Nitrate,
a546446e-e789-4d02-b02f-c938c6bd373f,TRUE,Boric acid & Antipyrine & Ephedrine,
252159dc-3a8c-4587-801f-762118de992c,TRUE,Belladona & Phenobarbital,
8f8920be-f144-4fba-b4db-d32940dcea04,TRUE,Dequalinium & Lidocaine,
05130695-8005-4d57-a803-111265f0f4c1,TRUE,Diclofenac & Vitamin B complex,
66c997ab-d252-43e5-94ca-b5925a60fdbb,TRUE,Diclofenac & Methocarbamol & Paracetamol,
5ac2861d-71e9-4488-bf29-449d555ddfcb,TRUE,Diosmine & Hesperidine,
909ea570-031b-422e-b28d-17b7f492a1b9,TRUE,Gemfibrozil,
1d47e474-4ae6-4e47-9b69-2ce6ed7399ac,TRUE,Glucosamine & Chondroitin,
a30dc1f2-a26b-4bc0-90a4-e7eb7feea473,TRUE,Nystatin & Zinc Oxide,
bcf73538-3f39-4429-a30d-8499609942cd,TRUE,Multivitamin & Iron,
d644e9bd-7ae2-4ef3-b7b7-739816051213,TRUE,Pentoxifylline,
792871a0-4a52-4e5d-bdd2-4fd49d636227,TRUE,Podophillin,
